ID, Timestamp, HR, HRAVG, HRMAX, GSR
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:40 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:41 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:42 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0
6,1:55:43 PM,0,0,0,0

