ID, Timestamp, HR, HRAVG, HRMAX, GSR
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:25 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:26 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:27 PM,0,0,0,0
,1:55:28 PM,0,0,0,0
,1:55:28 PM,0,0,0,0
,1:55:28 PM,0,0,0,0
,1:55:28 PM,0,0,0,0
,1:55:28 PM,0,0,0,0
,1:55:28 PM,0,0,0,0
,1:55:28 PM,0,0,0,0
,1:55:28 PM,0,0,0,0
,1:55:28 PM,0,0,0,0
,1:55:28 PM,0,0,0,0
,1:55:28 PM,0,0,0,0
,1:55:28 PM,0,0,0,0
,1:55:28 PM,0,0,0,0
,1:55:28 PM,0,0,0,0
