ID, Timestamp, HR, HRAVG, HRMAX, GSR
33,6:54:19 PM,0,0,0,0
33,6:54:19 PM,0,0,0,0
33,6:54:19 PM,0,0,0,0
33,6:54:19 PM,0,0,0,0
33,6:54:19 PM,0,0,0,0
33,6:54:19 PM,0,0,0,0
33,6:54:19 PM,0,0,0,0
33,6:54:19 PM,0,0,0,0
33,6:54:19 PM,0,0,0,0
33,6:54:19 PM,0,0,0,0
33,6:54:19 PM,0,0,0,0
33,6:54:19 PM,0,0,0,0
33,6:54:19 PM,0,0,0,0
33,6:54:19 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:20 PM,0,0,0,0
33,6:54:21 PM,0,0,0,0
33,6:54:21 PM,0,0,0,0
33,6:54:21 PM,0,0,0,0
33,6:54:21 PM,0,0,0,0
33,6:54:21 PM,0,0,0,0
33,6:54:21 PM,0,0,0,0
33,6:54:21 PM,0,0,0,0
33,6:54:21 PM,0,0,0,0
33,6:54:21 PM,0,0,0,0
33,6:54:21 PM,0,0,0,0
33,6:54:21 PM,0,0,0,0
33,6:54:21 PM,0,0,0,0
